"kat","Ap1k","Ap2k","Ayk"
"Tringa_nebularia",-0.0339657150382688,-0.0398079720841268,-0.201020933044019
"Tringa_ochropus",0.0289976217766388,0.0368180074357982,0.221692748993941
"Tringa_totanus",-0.0653547129873712,-0.0181351617937382,-0.134778065675088
"Troglodytes_troglodytes",0.146824571087344,0.218837598411007,0.423335985850456
"Turdus_iliacus",0.00185913610608342,-0.0984851214210143,-0.105043528218428
"Turdus_merula",0.248762045404051,0.306016884706153,0.0802416818899151
"Turdus_philomelos",0.0916180894202439,0.123468637112339,0.293506527160846
"Turdus_pilaris",-0.106775453229252,-0.139946917465786,-0.186332585650458
"Turdus_torquatus",0.0326936662533965,-0.055347944093024,0.213052499743296
"Turdus_viscivorus",-0.00415096740721891,0.00900469020388762,0.145487598619007
"Vanellus_vanellus",0.0286749934240702,-0.0463473366485234,-0.287140486247683
