"kat","Ap1k","Ap2k","Ayk"
"Passer_domesticus",0.00532349234816305,-0.0424574391274829,-0.0454545454545455
"Passer_montanus",0.0351380347942444,0.0275471529004626,-0.00757575757575758
"Perisoreus_infaustus",-0.0188784239457997,-0.00748235012933562,-0.00410353535353535
"Phalacrocorax_carbo",0.0194730813227278,0.0566091290226059,0.0357598978288633
"Phasianus_colchicus",0.0581852110548701,-0.0352305178433027,-0.0754419191919192
"Phoenicurus_phoenicurus",-0.0394038166114462,0.0127456523231299,0.126578282828283
"Phylloscopus_collybita",0.0116393531409493,0.107502817214896,0.14709595959596
"Phylloscopus_sibilatrix",0.0820940261175086,0.00152773211577287,-0.0160984848484849
"Phylloscopus_trochilus",0.00636683177058294,0.00626987958997619,-0.00315656565656566
"Pica_pica",0.0203180612031679,-0.0140020017631189,-0.014520202020202
"Picus_viridis",0.0697696185110544,-0.00366369480388724,0.0116792929292929
"Pluvialis_apricaria",-0.022699105294089,-0.0133814622567313,-0.0230429292929293
"Podiceps_cristatus",0.0269291625534908,-0.00312431277032389,-0.00734355044699872
"Prunella_modularis",0.0251239992802918,0.0327135852912305,0.0205176767676768
"Pyrrhula_pyrrhula",-0.0286287039714327,-0.0300852553577311,-0.00694444444444445
"Regulus_regulus",0.0562687708795459,0.00328247267566797,-0.0726010101010101
"Saxicola_rubetra",0.0347662891085873,-0.0728694200435111,-0.0798611111111111
"Scolopax_rusticola",0.00600731813513403,0.0232053807619408,0.00284090909090909
"Sitta_europaea",0.0686777911687328,0.0936120682213837,0.0741792929292929
"Sterna_hirundo",0.0214240382540648,-0.0105823123944558,0.00351213282247765
"Sturnus_vulgaris",0.0601803906350157,-0.00257200133505906,-0.0198863636363636
"Sylvia_atricapilla",0.0981046088478687,0.150406075677261,0.130050505050505
"Sylvia_borin",0.0608001050885999,0.0353940638823764,0.0101010101010101
"Sylvia_communis",0.0813559964311917,0.0333905713755779,0.023989898989899
"Sylvia_curruca",0.0634051513558102,0.0142685462332341,0.000315656565656563
"Tetrao_tetrix",0.0362174174046681,-0.0304000044452266,-0.0555555555555556
"Tetrao_urogallus",-0.000690501622904691,0.0119310112093079,0.000946969696969695
"Tringa_glareola",-0.0267773740672226,-0.0566841210774791,0.00189393939393939
"Tringa_nebularia",-0.0332917034167306,-0.0170183500845087,0.00284090909090909
"Tringa_ochropus",0.0244381966139577,0.0578975869663168,0.0498737373737374
"Tringa_totanus",-0.0192901906171087,0.00529089636022562,-0.00284090909090909
"Troglodytes_troglodytes",0.106792244694934,0.181751789928643,0.131944444444444
"Turdus_iliacus",-0.0474420777517342,-0.0788774863252433,-0.0804924242424242
"Turdus_merula",0.0709051132756916,0.0888626136193175,0.0637626262626263
"Turdus_philomelos",0.0462665746432049,0.0664956176178743,0.0893308080808081
"Turdus_pilaris",-0.0218817405357379,-0.0537798271524508,-0.0975378787878788
"Turdus_torquatus",-0.00402966876589045,0.0108740519915559,0.045770202020202
"Turdus_viscivorus",0.0223305066269455,0.107462612497878,0.0839646464646465
"Vanellus_vanellus",0.0256925816680718,0.000648290091924961,-0.0243055555555556
