"Route","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","routeid","x","y"
"Route_0000001002",2.19101331733694,0,NA,NA,NA,3.48206780620912,NA,1.38629436111989,NA,0.693147180559945,NA,1.6094379124341,NA,NA,NA,NA,0,0,0.895879734614027,NA,0.549306144334055,NA,NA,NA,NA,NA,1.09861228866811,NA,2.96744709780979,NA,3.46377895313916,3.26397895881128,0.549306144334055,NA,0.693147180559945,NA,NA,NA,0,NA,0.693147180559945,NA,0,NA,2.740319461671,NA,NA,NA,NA,NA,NA,NA,0.693147180559945,0.346573590279973,0.80471895621705,NA,NA,NA,1.94591014905531,2.36809922419725,NA,2.01267584536757,NA,NA,NA,2.07156736319577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147180559945,NA,1.09861228866811,NA,NA,NA,2.96212789870727,NA,NA,2.13833305950803,NA,0.693147180559945,NA,2.01267584536757,0.80471895621705,NA,NA,NA,NA,NA,0,0,NA,NA,NA,3.05239661620749,0.549306144334055,2.07156736319577,1.93560050545395,0,NA,NA,NA,NA,NA,NA,0.693147180559945,NA,1.93560050545395,NA,1.15129254649702,NA,NA,2.47082121130465,564,4521166,3636537
"Route_0000001004",0.231049060186648,NA,NA,NA,NA,4.1408594047014,NA,1.1945063128187,NA,1.38104490879718,NA,1.09861228866811,0,NA,NA,NA,NA,1.05935127678265,1.90333124488516,NA,0,NA,NA,NA,NA,NA,2.13119691798354,NA,3.02506923266156,NA,3.44746247891018,3.08112940867413,1.6094379124341,NA,NA,NA,NA,NA,1.8141392368406,NA,0.346573590279973,NA,NA,0.346573590279973,1.5350567286627,NA,NA,NA,NA,NA,NA,NA,NA,0,1.49993655677676,NA,NA,0.346573590279973,3.4802274771074,0.346573590279973,NA,0,NA,NA,NA,1.66347752892625,NA,NA,0.732408192445407,NA,NA,NA,NA,0.972955074527657,NA,NA,1.09861228866811,NA,1.15129254649702,NA,NA,2.84904675592806,2.09718971318611,NA,NA,1.18511602049647,0,NA,NA,0.924196240746594,1.58902691517397,NA,NA,NA,NA,NA,NA,1.38629436111989,NA,NA,NA,2.73324632021026,NA,0.693147180559945,2.7295630414814,0.346573590279973,NA,NA,NA,NA,NA,NA,NA,NA,0.462098120373297,0,NA,NA,NA,3.16517310473661,566,4575321,3612900
"Route_0000001006",0,NA,NA,NA,0.346573590279973,1.09861228866811,NA,NA,NA,NA,1.34178389691172,0,NA,NA,NA,NA,NA,0.597253156409352,NA,NA,0.693147180559945,NA,NA,NA,NA,NA,NA,0.732408192445407,2.61067139350182,0.346573590279973,2.60908030058427,2.08779942086387,1.3647815207407,NA,NA,2.19722457733622,1.0729586082894,0,2.52689991740819,NA,NA,2.7086422675693,NA,0.828302216596,3.88545874912506,NA,NA,0,1.03972077083992,NA,NA,0.693147180559945,NA,0.549306144334055,0.693147180559945,NA,NA,0,2.28217409573392,1.09861228866811,NA,NA,2.29755992506729,NA,0.693147180559945,0.693147180559945,NA,NA,0.366204096222703,NA,0.693147180559945,NA,NA,NA,NA,0.963457252632055,0.828302216596,NA,2.29923498104288,0,1.38629436111989,NA,0,NA,0,0,0,0.693147180559945,1.38629436111989,3.56855616470673,1.13373246055405,0.895879734614027,NA,NA,0.693147180559945,NA,2.41569352819525,0.693147180559945,NA,0.346573590279973,NA,1.3647815207407,3.2188758248682,0.828302216596,1.11073483672507,0.346573590279973,NA,NA,NA,NA,0,NA,2.31884848105052,NA,1.99715484903599,2.9470047701613,0.693147180559945,NA,0.693147180559945,0,568,4572998,3640790
"Route_0000001007",1.86614065299946,NA,NA,NA,NA,3.40010918759089,NA,0.549306144334055,NA,NA,NA,4.48120681607302,NA,NA,NA,NA,NA,0.767528364331349,3.17014832147551,0.963457252632055,2.20669106884345,0.693147180559945,NA,NA,0,NA,NA,NA,3.68775255139411,NA,2.59868599143871,4.06683740498317,0,NA,NA,3.3534971004486,0,NA,0.693147180559945,NA,NA,0.346573590279973,0.231049060186648,0.693147180559945,2.06480179703489,NA,NA,NA,NA,NA,NA,NA,1.42555537300535,0.963457252632055,3.09428235425431,NA,NA,NA,3.96195579379094,3.0309690916947,NA,0.693147180559945,NA,NA,NA,0.924196240746594,NA,NA,1.61209396898383,NA,NA,NA,NA,NA,NA,NA,0.346573590279973,NA,2.10931226124306,NA,NA,2.9655749724993,4.81940907657495,NA,1.09861228866811,0.346573590279973,1.69172460507794,0.597253156409352,NA,2.06206954130016,3.0815805995645,NA,NA,NA,1.03972077083992,NA,NA,0,NA,NA,NA,4.78288325718894,1.55132011671917,1.76610578884935,2.76133310141618,0.693147180559945,NA,NA,NA,NA,NA,NA,0,NA,3.13486349987847,0.462098120373297,3.83226536101345,NA,NA,1.3647815207407,569,4495246,3658462
"Route_0000001013",NA,NA,NA,NA,0,NA,NA,NA,NA,1.93903705332107,2.77615035560645,1.6094379124341,NA,NA,NA,NA,NA,0.462098120373297,NA,NA,NA,NA,0.693147180559945,NA,0,NA,NA,0,1.70798799313442,0.828302216596,NA,NA,1.70798799313442,NA,NA,1.242453324894,1.03972077083992,0.549306144334055,1.41616508068312,NA,NA,2.1187025535653,NA,1.15524530093324,4.08754733233936,NA,NA,NA,0.597253156409352,NA,NA,0,NA,NA,0.549306144334055,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231049060186648,NA,NA,NA,NA,NA,NA,0.924196240746594,0.346573590279973,NA,2.15796356545076,0.346573590279973,0.597253156409352,NA,0.895879734614027,NA,NA,NA,0.693147180559945,NA,0.346573590279973,3.90095045620804,0,NA,NA,NA,0.80471895621705,NA,2.61264963867509,1.3647815207407,NA,0,NA,2.19676701606556,2.0715360328074,2.09718971318611,0.462098120373297,0.895879734614027,0,NA,NA,NA,0.549306144334055,NA,2.47946117668144,NA,1.7309856169634,2.07419208935712,NA,NA,0.693147180559945,NA,575,4541088,3686303
"Route_0000001022",0,0,0,NA,NA,3.96796196229184,NA,2.1930837373367,1.94591014905531,1.22962648470465,0,4.49843509793564,0.597253156409352,2.55866997734296,NA,NA,NA,0,3.53327654133086,NA,2.06069496890554,NA,NA,1.38629436111989,NA,0.767528364331349,1.84443972705697,1.32966134885476,2.63366901733081,NA,2.83328118436037,3.62777210173809,1.1945063128187,NA,1.242453324894,2.40994625938375,NA,NA,2.05792870130065,NA,0,NA,NA,NA,2.02892490897077,NA,0.462098120373297,0,NA,NA,NA,NA,2.08969876123542,0.828302216596,2.69382501337902,NA,NA,0.693147180559945,3.27427321648956,3.54011708657113,1.15524530093324,3.12551084894675,2.83321334405622,NA,NA,1.93903705332107,NA,NA,1.89452658911289,NA,NA,2.06480179703489,NA,2.50511485706015,NA,NA,0.924196240746594,NA,0.732408192445407,NA,NA,3.3491959655033,1.31060854424144,NA,2.1081196541271,NA,0,0,0,2.53777499318021,1.70798799313442,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4.40668055337639,0.346573590279973,0.828302216596,2.60748157649644,0.366204096222703,NA,NA,NA,NA,NA,1.826879641114,NA,NA,2.02968162514895,0,1.47693893294777,NA,NA,1.89209481695913,584,4716553,3700608
"Route_0000001023",0,NA,0,NA,NA,3.04771054076091,NA,0,NA,NA,0.828302216596,0.462098120373297,NA,NA,NA,NA,NA,0,1.49993655677676,1.38629436111989,1.56071040904141,1.09861228866811,NA,0.549306144334055,NA,NA,NA,NA,2.66476499547199,NA,3.36574782898525,2.0228085294147,0,NA,NA,1.84314302917047,0.346573590279973,0,2.27623735721389,NA,NA,1.49993655677676,NA,0,3.13088730959005,NA,NA,NA,0,NA,NA,NA,0.828302216596,1.56071040904141,2.0228085294147,NA,NA,0.346573590279973,4.58103729778083,1.59583058092735,0.231049060186648,NA,NA,NA,NA,0.998577424517997,NA,NA,0.693147180559945,NA,NA,0.767528364331349,NA,0.597253156409352,NA,NA,1.1945063128187,NA,1.74724900501988,NA,NA,0.895879734614027,0.963457252632055,NA,NA,0.462098120373297,0.732408192445407,0.462098120373297,0,2.32544935681592,1.44518587894808,NA,NA,NA,0.346573590279973,NA,NA,0.998577424517997,NA,0.693147180559945,NA,3.03896947572788,1.5350567286627,2.42781607625221,2.54989754123717,1.05935127678265,NA,NA,NA,NA,NA,NA,0.828302216596,NA,2.85930397548365,0.828302216596,0.346573590279973,NA,NA,1.242453324894,585,4491231,3706244
"Route_0000001025",0.366204096222703,NA,NA,NA,NA,2.04155406714804,NA,0.346573590279973,NA,0.828302216596,1.13373246055405,2.2607306853356,NA,NA,NA,NA,NA,NA,1.06916652975401,NA,1.64481280300253,0.5364793041447,0,0,0,NA,0,0.693147180559945,3.1400611148127,NA,3.46181043903143,2.69784470247215,0.621226662447,NA,NA,2.71397933275654,0.346573590279973,NA,1.4542777899908,NA,NA,1.34381960192104,NA,0.693147180559945,3.21459945789247,NA,NA,NA,0,NA,NA,NA,1.13373246055405,0.967800252726973,0.402359478108525,NA,NA,NA,3.56504909480643,2.20081849562526,0.173286795139986,0.549306144334055,3.61091791264422,NA,0.693147180559945,0,NA,NA,2.2032108583793,NA,0,NA,NA,0.346573590279973,NA,1.09861228866811,1.93560050545395,0.693147180559945,2.73265095987479,0,0,1.54344652597548,1.39398727578658,NA,NA,1.59923241380404,1.42594561866405,0.693147180559945,0.924196240746594,3.5067506230145,2.55955206402963,NA,NA,NA,0.693147180559945,NA,0.274653072167027,NA,NA,0.693147180559945,0.693147180559945,4.1324479928357,2.12567212630334,1.54344652597548,1.94075532725463,0.231049060186648,NA,NA,NA,NA,NA,NA,1.90221765729781,NA,2.97744843146322,1.38629436111989,1.22962648470465,NA,NA,0.231049060186648,587,4488880,3734114
"Route_0000001026",NA,NA,NA,NA,NA,NA,1.09861228866811,NA,NA,NA,2.2975599250673,0.346573590279973,NA,NA,NA,NA,2.07944154167984,NA,NA,NA,NA,NA,0,NA,0.693147180559945,NA,NA,NA,1.15129254649702,0.693147180559945,0,NA,1.242453324894,NA,NA,2.09482737101321,0.693147180559945,0,1.52226121886171,NA,NA,1.73286795139986,NA,1.242453324894,3.28962560600505,NA,NA,NA,1.52226121886171,NA,NA,NA,NA,NA,0.549306144334055,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.693147180559945,NA,0,NA,NA,NA,NA,0.346573590279973,0.895879734614027,0,2.07156736319577,NA,0,NA,NA,NA,NA,NA,0.693147180559945,0,1.242453324894,3.81035254341913,0.693147180559945,0,NA,NA,1.94591014905531,NA,2.76471454375571,0.895879734614027,NA,1.09861228866811,NA,1.38629436111989,1.58902691517397,0.895879734614027,NA,0.346573590279973,0.895879734614027,NA,NA,NA,0,NA,1.89209481695913,NA,1.99449202328214,0.693147180559945,NA,NA,NA,NA,588,4512806,3736098
"Route_0000001038",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03972077083992,1.74825378073324,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1.74825378073324,NA,NA,NA,NA,NA,1.38629436111989,0,1.64791843300216,NA,0,NA,NA,0.693147180559945,0.346573590279973,0.693147180559945,1.497866136777,NA,NA,1.93560050545395,NA,1.09861228866811,3.01534263013063,NA,NA,NA,1.15129254649702,NA,NA,NA,NA,NA,0.693147180559945,0,NA,NA,NA,NA,NA,NA,NA,NA,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147180559945,0.549306144334055,0,1.64791843300216,0.693147180559945,1.58902691517397,NA,NA,NA,NA,NA,0,NA,0.346573590279973,3.10025458702134,1.38629436111989,NA,NA,NA,0,NA,2.80838554883329,0.693147180559945,NA,1.79175946922805,NA,2.42601513195981,0.693147180559945,1.497866136777,NA,0.693147180559945,1.38629436111989,0.346573590279973,NA,NA,NA,NA,1.6661022550876,NA,2.13833305950803,1.89209481695913,1.38629436111989,NA,NA,NA,600,4664366,3748535
