"Route","Year"
"Route_0000001294","Year_2014"
"Route_0000001294","Year_2015"
"Route_0000001295","Year_2002"
"Route_0000001295","Year_2003"
"Route_0000001295","Year_2004"
"Route_0000001295","Year_2006"
"Route_0000001295","Year_2009"
"Route_0000001295","Year_2010"
"Route_0000001295","Year_2013"
"Route_0000001295","Year_2014"
"Route_0000001296","Year_2001"
"Route_0000001296","Year_2002"
"Route_0000001296","Year_2003"
"Route_0000001296","Year_2004"
"Route_0000001296","Year_2005"
"Route_0000001296","Year_2007"
"Route_0000001296","Year_2008"
"Route_0000001296","Year_2010"
"Route_0000001296","Year_2014"
"Route_0000001297","Year_1999"
"Route_0000001297","Year_2000"
"Route_0000001297","Year_2001"
"Route_0000001297","Year_2002"
"Route_0000001297","Year_2003"
"Route_0000001297","Year_2004"
"Route_0000001297","Year_2005"
"Route_0000001297","Year_2006"
"Route_0000001297","Year_2007"
"Route_0000001297","Year_2008"
"Route_0000001297","Year_2009"
"Route_0000001297","Year_2010"
"Route_0000001297","Year_2011"
"Route_0000001297","Year_2012"
"Route_0000001297","Year_2013"
"Route_0000001297","Year_2014"
"Route_0000001297","Year_2015"
"Route_0000001298","Year_2001"
"Route_0000001298","Year_2002"
"Route_0000001298","Year_2003"
"Route_0000001298","Year_2005"
"Route_0000001298","Year_2006"
"Route_0000001298","Year_2008"
"Route_0000001298","Year_2009"
"Route_0000001298","Year_2011"
"Route_0000001298","Year_2013"
"Route_0000001298","Year_2015"
"Route_0000001299","Year_1998"
"Route_0000001299","Year_1999"
"Route_0000001299","Year_2000"
"Route_0000001299","Year_2001"
"Route_0000001299","Year_2002"
"Route_0000001299","Year_2003"
"Route_0000001299","Year_2004"
"Route_0000001299","Year_2005"
"Route_0000001299","Year_2006"
"Route_0000001299","Year_2007"
"Route_0000001299","Year_2008"
"Route_0000001299","Year_2009"
"Route_0000001299","Year_2010"
"Route_0000001299","Year_2012"
"Route_0000001299","Year_2013"
"Route_0000001299","Year_2014"
"Route_0000001299","Year_2015"
"Route_0000001300","Year_2001"
"Route_0000001300","Year_2002"
"Route_0000001300","Year_2003"
"Route_0000001300","Year_2004"
"Route_0000001300","Year_2005"
"Route_0000001300","Year_2006"
"Route_0000001300","Year_2007"
"Route_0000001300","Year_2008"
"Route_0000001300","Year_2009"
"Route_0000001300","Year_2011"
"Route_0000001300","Year_2012"
"Route_0000001300","Year_2013"
"Route_0000001300","Year_2014"
"Route_0000001300","Year_2015"
"Route_0000001301","Year_1998"
"Route_0000001301","Year_1999"
"Route_0000001301","Year_2000"
"Route_0000001301","Year_2001"
"Route_0000001301","Year_2002"
"Route_0000001301","Year_2003"
"Route_0000001301","Year_2004"
"Route_0000001301","Year_2005"
"Route_0000001301","Year_2006"
"Route_0000001301","Year_2008"
"Route_0000001301","Year_2009"
"Route_0000001301","Year_2010"
"Route_0000001301","Year_2014"
"Route_0000001302","Year_2003"
"Route_0000001302","Year_2005"
"Route_0000001302","Year_2006"
"Route_0000001302","Year_2007"
"Route_0000001302","Year_2008"
"Route_0000001302","Year_2009"
"Route_0000001302","Year_2010"
"Route_0000001302","Year_2012"
"Route_0000001303","Year_1998"
"Route_0000001303","Year_1999"
"Route_0000001303","Year_2000"
"Route_0000001303","Year_2001"
"Route_0000001303","Year_2002"
"Route_0000001303","Year_2004"
"Route_0000001303","Year_2005"
"Route_0000001303","Year_2006"
"Route_0000001303","Year_2008"
"Route_0000001303","Year_2012"
"Route_0000001304","Year_2003"
"Route_0000001304","Year_2005"
"Route_0000001304","Year_2006"
"Route_0000001304","Year_2008"
"Route_0000001304","Year_2009"
"Route_0000001304","Year_2012"
"Route_0000001304","Year_2013"
"Route_0000001305","Year_2001"
"Route_0000001305","Year_2005"
"Route_0000001305","Year_2006"
"Route_0000001305","Year_2008"
"Route_0000001305","Year_2009"
"Route_0000001305","Year_2010"
"Route_0000001305","Year_2011"
"Route_0000001305","Year_2012"
"Route_0000001305","Year_2013"
"Route_0000001305","Year_2014"
"Route_0000001305","Year_2015"
"Route_0000001306","Year_2003"
"Route_0000001306","Year_2005"
"Route_0000001306","Year_2006"
"Route_0000001306","Year_2007"
"Route_0000001306","Year_2008"
"Route_0000001306","Year_2009"
"Route_0000001306","Year_2011"
"Route_0000001306","Year_2012"
"Route_0000001306","Year_2013"
"Route_0000001306","Year_2014"
"Route_0000001306","Year_2015"
"Route_0000001307","Year_2003"
"Route_0000001307","Year_2007"
"Route_0000001307","Year_2008"
"Route_0000001307","Year_2009"
"Route_0000001307","Year_2010"
"Route_0000001307","Year_2011"
"Route_0000001307","Year_2014"
"Route_0000001308","Year_2004"
"Route_0000001308","Year_2005"
"Route_0000001308","Year_2008"
"Route_0000001308","Year_2009"
"Route_0000001308","Year_2010"
"Route_0000001308","Year_2011"
"Route_0000001308","Year_2014"
"Route_0000001309","Year_2001"
"Route_0000001309","Year_2003"
"Route_0000001309","Year_2004"
"Route_0000001309","Year_2005"
"Route_0000001309","Year_2007"
"Route_0000001309","Year_2008"
"Route_0000001309","Year_2009"
"Route_0000001309","Year_2010"
"Route_0000001309","Year_2011"
"Route_0000001309","Year_2012"
"Route_0000001310","Year_1997"
"Route_0000001310","Year_1998"
"Route_0000001310","Year_2002"
"Route_0000001310","Year_2005"
"Route_0000001310","Year_2006"
"Route_0000001310","Year_2007"
"Route_0000001310","Year_2008"
"Route_0000001310","Year_2009"
"Route_0000001310","Year_2010"
"Route_0000001310","Year_2012"
"Route_0000001310","Year_2014"
"Route_0000001311","Year_2004"
"Route_0000001311","Year_2005"
"Route_0000001311","Year_2006"
"Route_0000001311","Year_2007"
"Route_0000001311","Year_2008"
"Route_0000001311","Year_2009"
"Route_0000001311","Year_2010"
"Route_0000001311","Year_2013"
"Route_0000001312","Year_2004"
"Route_0000001312","Year_2005"
"Route_0000001312","Year_2007"
"Route_0000001312","Year_2009"
"Route_0000001312","Year_2011"
"Route_0000001312","Year_2013"
"Route_0000001313","Year_1998"
"Route_0000001313","Year_2004"
"Route_0000001313","Year_2005"
"Route_0000001313","Year_2006"
"Route_0000001313","Year_2007"
"Route_0000001313","Year_2008"
"Route_0000001313","Year_2009"
"Route_0000001313","Year_2010"
"Route_0000001313","Year_2012"
"Route_0000001313","Year_2013"
"Route_0000001313","Year_2015"
"Route_0000001314","Year_1998"
"Route_0000001314","Year_1999"
"Route_0000001314","Year_2000"
"Route_0000001314","Year_2001"
"Route_0000001314","Year_2002"
"Route_0000001314","Year_2003"
"Route_0000001314","Year_2004"
"Route_0000001314","Year_2005"
"Route_0000001314","Year_2006"
"Route_0000001314","Year_2007"
"Route_0000001314","Year_2008"
"Route_0000001314","Year_2009"
"Route_0000001314","Year_2010"
"Route_0000001314","Year_2012"
"Route_0000001314","Year_2014"
"Route_0000001315","Year_1998"
"Route_0000001315","Year_2004"
"Route_0000001315","Year_2005"
"Route_0000001315","Year_2006"
"Route_0000001315","Year_2008"
"Route_0000001315","Year_2010"
"Route_0000001315","Year_2011"
"Route_0000001315","Year_2013"
"Route_0000001315","Year_2014"
"Route_0000001316","Year_1998"
"Route_0000001316","Year_2005"
"Route_0000001316","Year_2006"
"Route_0000001316","Year_2009"
"Route_0000001316","Year_2010"
"Route_0000001316","Year_2011"
"Route_0000001316","Year_2013"
"Route_0000001317","Year_1998"
"Route_0000001317","Year_1999"
"Route_0000001317","Year_2000"
"Route_0000001317","Year_2001"
"Route_0000001317","Year_2002"
"Route_0000001317","Year_2004"
"Route_0000001317","Year_2005"
"Route_0000001317","Year_2006"
"Route_0000001317","Year_2007"
"Route_0000001317","Year_2008"
"Route_0000001317","Year_2009"
"Route_0000001317","Year_2010"
"Route_0000001317","Year_2011"
"Route_0000001317","Year_2012"
"Route_0000001317","Year_2013"
"Route_0000001317","Year_2014"
"Route_0000001317","Year_2015"
"Route_0000001318","Year_2004"
"Route_0000001318","Year_2005"
"Route_0000001318","Year_2006"
"Route_0000001318","Year_2007"
"Route_0000001318","Year_2009"
"Route_0000001318","Year_2012"
"Route_0000001319","Year_2002"
"Route_0000001319","Year_2005"
"Route_0000001319","Year_2006"
"Route_0000001319","Year_2007"
"Route_0000001319","Year_2009"
"Route_0000001319","Year_2011"
"Route_0000001319","Year_2012"
"Route_0000001319","Year_2015"
"Route_0000001320","Year_1998"
"Route_0000001320","Year_2001"
"Route_0000001320","Year_2002"
"Route_0000001320","Year_2003"
"Route_0000001320","Year_2004"
"Route_0000001320","Year_2005"
"Route_0000001320","Year_2006"
"Route_0000001320","Year_2007"
"Route_0000001320","Year_2008"
"Route_0000001320","Year_2009"
"Route_0000001320","Year_2012"
"Route_0000001320","Year_2013"
"Route_0000001320","Year_2014"
"Route_0000001320","Year_2015"
"Route_0000001321","Year_1998"
"Route_0000001321","Year_2001"
"Route_0000001321","Year_2006"
"Route_0000001321","Year_2007"
"Route_0000001321","Year_2008"
"Route_0000001321","Year_2009"
"Route_0000001321","Year_2010"
"Route_0000001321","Year_2011"
"Route_0000001321","Year_2012"
"Route_0000001321","Year_2014"
"Route_0000001321","Year_2015"
"Route_0000001322","Year_1998"
"Route_0000001322","Year_1999"
"Route_0000001322","Year_2000"
"Route_0000001322","Year_2001"
"Route_0000001322","Year_2002"
"Route_0000001322","Year_2003"
"Route_0000001322","Year_2006"
"Route_0000001322","Year_2007"
"Route_0000001322","Year_2009"
"Route_0000001322","Year_2012"
"Route_0000001322","Year_2013"
"Route_0000001322","Year_2014"
"Route_0000001323","Year_2003"
"Route_0000001323","Year_2004"
"Route_0000001323","Year_2005"
"Route_0000001323","Year_2006"
"Route_0000001323","Year_2007"
"Route_0000001323","Year_2008"
"Route_0000001323","Year_2009"
"Route_0000001323","Year_2011"
"Route_0000001323","Year_2012"
"Route_0000001323","Year_2013"
"Route_0000001323","Year_2014"
"Route_0000001323","Year_2015"
"Route_0000001324","Year_2004"
"Route_0000001324","Year_2005"
"Route_0000001324","Year_2007"
"Route_0000001324","Year_2008"
"Route_0000001324","Year_2010"
"Route_0000001324","Year_2014"
"Route_0000001324","Year_2015"
"Route_0000001325","Year_2004"
"Route_0000001325","Year_2007"
"Route_0000001325","Year_2008"
"Route_0000001325","Year_2009"
"Route_0000001325","Year_2010"
"Route_0000001325","Year_2011"
"Route_0000001325","Year_2012"
"Route_0000001325","Year_2015"
"Route_0000001326","Year_1998"
"Route_0000001326","Year_1999"
"Route_0000001326","Year_2000"
"Route_0000001326","Year_2001"
"Route_0000001326","Year_2002"
"Route_0000001326","Year_2003"
"Route_0000001326","Year_2004"
"Route_0000001326","Year_2006"
"Route_0000001326","Year_2008"
"Route_0000001326","Year_2009"
"Route_0000001326","Year_2010"
"Route_0000001326","Year_2012"
"Route_0000001326","Year_2014"
"Route_0000001327","Year_2004"
"Route_0000001327","Year_2007"
"Route_0000001327","Year_2008"
"Route_0000001327","Year_2009"
"Route_0000001327","Year_2010"
"Route_0000001327","Year_2011"
"Route_0000001327","Year_2015"
"Route_0000001328","Year_1998"
"Route_0000001328","Year_1999"
"Route_0000001328","Year_2000"
"Route_0000001328","Year_2001"
"Route_0000001328","Year_2002"
"Route_0000001328","Year_2005"
"Route_0000001328","Year_2009"
"Route_0000001328","Year_2011"
"Route_0000001328","Year_2013"
"Route_0000001328","Year_2014"
"Route_0000001329","Year_1998"
"Route_0000001329","Year_1999"
"Route_0000001329","Year_2000"
"Route_0000001329","Year_2001"
"Route_0000001329","Year_2002"
"Route_0000001329","Year_2005"
"Route_0000001329","Year_2007"
"Route_0000001329","Year_2008"
"Route_0000001329","Year_2010"
"Route_0000001329","Year_2012"
"Route_0000001329","Year_2013"
"Route_0000001329","Year_2015"
"Route_0000001330","Year_2003"
"Route_0000001330","Year_2006"
"Route_0000001330","Year_2007"
"Route_0000001330","Year_2008"
"Route_0000001330","Year_2009"
"Route_0000001330","Year_2010"
"Route_0000001330","Year_2011"
"Route_0000001330","Year_2012"
"Route_0000001330","Year_2013"
"Route_0000001330","Year_2014"
"Route_0000001330","Year_2015"
"Route_0000001331","Year_1998"
"Route_0000001331","Year_1999"
"Route_0000001331","Year_2000"
"Route_0000001331","Year_2003"
"Route_0000001331","Year_2009"
"Route_0000001331","Year_2010"
"Route_0000001331","Year_2011"
"Route_0000001331","Year_2014"
"Route_0000001332","Year_2004"
"Route_0000001332","Year_2005"
"Route_0000001332","Year_2006"
"Route_0000001332","Year_2008"
"Route_0000001332","Year_2009"
"Route_0000001332","Year_2011"
"Route_0000001332","Year_2013"
"Route_0000001333","Year_2005"
"Route_0000001333","Year_2006"
"Route_0000001333","Year_2007"
"Route_0000001333","Year_2008"
"Route_0000001333","Year_2009"
"Route_0000001333","Year_2011"
"Route_0000001333","Year_2013"
"Route_0000001333","Year_2014"
"Route_0000001334","Year_2002"
"Route_0000001334","Year_2005"
"Route_0000001334","Year_2007"
"Route_0000001334","Year_2008"
"Route_0000001334","Year_2010"
"Route_0000001334","Year_2012"
"Route_0000001334","Year_2014"
"Route_0000001335","Year_1999"
"Route_0000001335","Year_2005"
"Route_0000001335","Year_2006"
"Route_0000001335","Year_2007"
"Route_0000001335","Year_2008"
"Route_0000001335","Year_2009"
"Route_0000001335","Year_2011"
"Route_0000001335","Year_2013"
"Route_0000001336","Year_1998"
"Route_0000001336","Year_2003"
"Route_0000001336","Year_2005"
"Route_0000001336","Year_2007"
"Route_0000001336","Year_2009"
"Route_0000001336","Year_2011"
"Route_0000001336","Year_2013"
"Route_0000001337","Year_2004"
"Route_0000001337","Year_2005"
"Route_0000001337","Year_2006"
"Route_0000001337","Year_2007"
"Route_0000001337","Year_2009"
"Route_0000001337","Year_2012"
"Route_0000001338","Year_1998"
"Route_0000001338","Year_1999"
"Route_0000001338","Year_2000"
"Route_0000001338","Year_2001"
"Route_0000001338","Year_2002"
"Route_0000001338","Year_2003"
"Route_0000001338","Year_2004"
"Route_0000001338","Year_2005"
"Route_0000001338","Year_2006"
"Route_0000001338","Year_2007"
"Route_0000001338","Year_2008"
"Route_0000001338","Year_2009"
"Route_0000001338","Year_2010"
"Route_0000001338","Year_2011"
"Route_0000001338","Year_2012"
"Route_0000001338","Year_2013"
"Route_0000001338","Year_2014"
"Route_0000001339","Year_2004"
"Route_0000001339","Year_2005"
"Route_0000001339","Year_2006"
"Route_0000001339","Year_2008"
"Route_0000001339","Year_2010"
"Route_0000001339","Year_2012"
"Route_0000001339","Year_2015"
"Route_0000001340","Year_2004"
"Route_0000001340","Year_2005"
"Route_0000001340","Year_2006"
"Route_0000001340","Year_2007"
"Route_0000001340","Year_2008"
"Route_0000001340","Year_2009"
"Route_0000001340","Year_2010"
"Route_0000001340","Year_2011"
"Route_0000001340","Year_2012"
"Route_0000001340","Year_2013"
"Route_0000001340","Year_2014"
"Route_0000001341","Year_1998"
"Route_0000001341","Year_2005"
"Route_0000001341","Year_2009"
"Route_0000001341","Year_2011"
"Route_0000001341","Year_2014"
"Route_0000001342","Year_2000"
"Route_0000001342","Year_2005"
"Route_0000001342","Year_2007"
"Route_0000001342","Year_2008"
"Route_0000001342","Year_2009"
"Route_0000001342","Year_2010"
"Route_0000001342","Year_2011"
"Route_0000001342","Year_2012"
"Route_0000001342","Year_2013"
"Route_0000001342","Year_2015"
"Route_0000001343","Year_2002"
"Route_0000001343","Year_2007"
"Route_0000001343","Year_2008"
"Route_0000001343","Year_2009"
"Route_0000001343","Year_2010"
"Route_0000001343","Year_2011"
"Route_0000001343","Year_2012"
"Route_0000001343","Year_2013"
"Route_0000001343","Year_2014"
"Route_0000001343","Year_2015"
"Route_0000001344","Year_2003"
"Route_0000001344","Year_2005"
"Route_0000001344","Year_2006"
"Route_0000001344","Year_2007"
"Route_0000001344","Year_2008"
"Route_0000001344","Year_2009"
"Route_0000001344","Year_2010"
"Route_0000001344","Year_2011"
"Route_0000001344","Year_2012"
"Route_0000001344","Year_2014"
"Route_0000001344","Year_2015"
"Route_0000001345","Year_1998"
"Route_0000001345","Year_1999"
"Route_0000001345","Year_2000"
"Route_0000001345","Year_2001"
"Route_0000001345","Year_2002"
"Route_0000001345","Year_2005"
"Route_0000001345","Year_2007"
"Route_0000001345","Year_2008"
"Route_0000001345","Year_2009"
"Route_0000001345","Year_2010"
"Route_0000001345","Year_2011"
"Route_0000001345","Year_2012"
"Route_0000001345","Year_2014"
"Route_0000001345","Year_2015"
"Route_0000001346","Year_2002"
"Route_0000001346","Year_2005"
"Route_0000001346","Year_2007"
"Route_0000001346","Year_2009"
"Route_0000001346","Year_2010"
"Route_0000001346","Year_2011"
"Route_0000001346","Year_2012"
"Route_0000001346","Year_2014"
"Route_0000001346","Year_2015"
"Route_0000001347","Year_2003"
"Route_0000001347","Year_2006"
"Route_0000001347","Year_2009"
"Route_0000001347","Year_2011"
"Route_0000001347","Year_2012"
"Route_0000001347","Year_2013"
"Route_0000001347","Year_2014"
"Route_0000001347","Year_2015"
"Route_0000001348","Year_2003"
"Route_0000001348","Year_2004"
"Route_0000001348","Year_2007"
"Route_0000001348","Year_2008"
"Route_0000001348","Year_2009"
"Route_0000001348","Year_2011"
"Route_0000001348","Year_2014"
"Route_0000001349","Year_1999"
"Route_0000001349","Year_2005"
"Route_0000001349","Year_2007"
"Route_0000001349","Year_2009"
"Route_0000001349","Year_2011"
"Route_0000001349","Year_2012"
"Route_0000001349","Year_2013"
"Route_0000001349","Year_2014"
"Route_0000001349","Year_2015"
"Route_0000001350","Year_2003"
"Route_0000001350","Year_2007"
"Route_0000001350","Year_2008"
"Route_0000001350","Year_2009"
"Route_0000001350","Year_2010"
"Route_0000001350","Year_2014"
"Route_0000001351","Year_2003"
"Route_0000001351","Year_2006"
"Route_0000001351","Year_2008"
"Route_0000001351","Year_2009"
"Route_0000001351","Year_2010"
"Route_0000001351","Year_2012"
"Route_0000001351","Year_2015"
"Route_0000001352","Year_2003"
"Route_0000001352","Year_2007"
"Route_0000001352","Year_2009"
"Route_0000001352","Year_2010"
"Route_0000001352","Year_2011"
"Route_0000001352","Year_2012"
"Route_0000001352","Year_2015"
"Route_0000001353","Year_1996"
"Route_0000001353","Year_1997"
"Route_0000001353","Year_2004"
"Route_0000001353","Year_2005"
"Route_0000001353","Year_2006"
"Route_0000001353","Year_2007"
"Route_0000001353","Year_2008"
"Route_0000001353","Year_2009"
"Route_0000001353","Year_2010"
"Route_0000001353","Year_2011"
"Route_0000001353","Year_2012"
"Route_0000001353","Year_2014"
"Route_0000001353","Year_2015"
"Route_0000001354","Year_2003"
"Route_0000001354","Year_2004"
"Route_0000001354","Year_2006"
"Route_0000001354","Year_2009"
"Route_0000001354","Year_2011"
"Route_0000001354","Year_2013"
"Route_0000001354","Year_2015"
"Route_0000001355","Year_1997"
"Route_0000001355","Year_2004"
"Route_0000001355","Year_2005"
"Route_0000001355","Year_2006"
"Route_0000001355","Year_2008"
"Route_0000001355","Year_2009"
"Route_0000001355","Year_2010"
"Route_0000001355","Year_2011"
"Route_0000001355","Year_2012"
"Route_0000001355","Year_2013"
"Route_0000001355","Year_2014"
"Route_0000001355","Year_2015"
"Route_0000001356","Year_2005"
"Route_0000001356","Year_2007"
"Route_0000001356","Year_2008"
"Route_0000001356","Year_2009"
"Route_0000001356","Year_2011"
"Route_0000001356","Year_2013"
"Route_0000001356","Year_2015"
"Route_0000001357","Year_1996"
"Route_0000001357","Year_1997"
"Route_0000001357","Year_1998"
"Route_0000001357","Year_1999"
"Route_0000001357","Year_2000"
"Route_0000001357","Year_2002"
"Route_0000001357","Year_2003"
"Route_0000001357","Year_2004"
"Route_0000001357","Year_2005"
"Route_0000001357","Year_2008"
"Route_0000001357","Year_2009"
"Route_0000001357","Year_2011"
"Route_0000001357","Year_2012"
"Route_0000001357","Year_2013"
"Route_0000001358","Year_2003"
"Route_0000001358","Year_2006"
"Route_0000001358","Year_2007"
"Route_0000001358","Year_2008"
"Route_0000001358","Year_2011"
"Route_0000001358","Year_2012"
"Route_0000001358","Year_2014"
"Route_0000001358","Year_2015"
"Route_0000001359","Year_2000"
"Route_0000001359","Year_2005"
"Route_0000001359","Year_2006"
"Route_0000001359","Year_2007"
"Route_0000001359","Year_2008"
"Route_0000001359","Year_2010"
"Route_0000001359","Year_2012"
"Route_0000001359","Year_2014"
"Route_0000001360","Year_2003"
"Route_0000001360","Year_2004"
"Route_0000001360","Year_2006"
"Route_0000001360","Year_2007"
"Route_0000001360","Year_2008"
"Route_0000001360","Year_2009"
"Route_0000001360","Year_2010"
"Route_0000001360","Year_2011"
"Route_0000001360","Year_2012"
"Route_0000001360","Year_2013"
"Route_0000001360","Year_2015"
"Route_0000001361","Year_1996"
"Route_0000001361","Year_1997"
"Route_0000001361","Year_1998"
"Route_0000001361","Year_1999"
"Route_0000001361","Year_2001"
"Route_0000001361","Year_2004"
"Route_0000001361","Year_2006"
"Route_0000001361","Year_2007"
"Route_0000001361","Year_2008"
"Route_0000001361","Year_2011"
"Route_0000001361","Year_2012"
"Route_0000001361","Year_2013"
"Route_0000001361","Year_2014"
"Route_0000001362","Year_1997"
"Route_0000001362","Year_2006"
"Route_0000001362","Year_2007"
"Route_0000001362","Year_2010"
"Route_0000001362","Year_2011"
"Route_0000001362","Year_2014"
"Route_0000001362","Year_2015"
"Route_0000001363","Year_2004"
"Route_0000001363","Year_2006"
"Route_0000001363","Year_2007"
"Route_0000001363","Year_2008"
"Route_0000001363","Year_2010"
"Route_0000001363","Year_2012"
"Route_0000001363","Year_2013"
"Route_0000001363","Year_2015"
"Route_0000001364","Year_1996"
"Route_0000001364","Year_1997"
"Route_0000001364","Year_1998"
"Route_0000001364","Year_2003"
"Route_0000001364","Year_2006"
"Route_0000001364","Year_2008"
"Route_0000001364","Year_2009"
"Route_0000001364","Year_2010"
"Route_0000001364","Year_2012"
"Route_0000001364","Year_2013"
"Route_0000001364","Year_2014"
"Route_0000001364","Year_2015"
"Route_0000001365","Year_2001"
"Route_0000001365","Year_2007"
"Route_0000001365","Year_2008"
"Route_0000001365","Year_2010"
"Route_0000001365","Year_2011"
"Route_0000001365","Year_2012"
"Route_0000001365","Year_2013"
"Route_0000001365","Year_2014"
"Route_0000001365","Year_2015"
"Route_0000001366","Year_2000"
"Route_0000001366","Year_2002"
"Route_0000001366","Year_2003"
"Route_0000001366","Year_2005"
"Route_0000001366","Year_2007"
"Route_0000001366","Year_2009"
"Route_0000001366","Year_2010"
"Route_0000001366","Year_2011"
"Route_0000001366","Year_2012"
"Route_0000001366","Year_2013"
"Route_0000001366","Year_2015"
"Route_0000001367","Year_1998"
"Route_0000001367","Year_2005"
"Route_0000001367","Year_2006"
"Route_0000001367","Year_2007"
"Route_0000001367","Year_2008"
"Route_0000001367","Year_2009"
"Route_0000001367","Year_2010"
"Route_0000001367","Year_2012"
"Route_0000001367","Year_2013"
"Route_0000001367","Year_2014"
"Route_0000001367","Year_2015"
"Route_0000001368","Year_2000"
"Route_0000001368","Year_2005"
"Route_0000001368","Year_2007"
"Route_0000001368","Year_2008"
"Route_0000001368","Year_2009"
"Route_0000001368","Year_2010"
"Route_0000001368","Year_2011"
"Route_0000001368","Year_2013"
"Route_0000001368","Year_2015"
"Route_0000001369","Year_2002"
"Route_0000001369","Year_2007"
"Route_0000001369","Year_2009"
"Route_0000001369","Year_2010"
"Route_0000001369","Year_2013"
"Route_0000001369","Year_2015"
"Route_0000001370","Year_1998"
"Route_0000001370","Year_1999"
"Route_0000001370","Year_2000"
"Route_0000001370","Year_2001"
"Route_0000001370","Year_2002"
"Route_0000001370","Year_2004"
"Route_0000001370","Year_2005"
"Route_0000001370","Year_2006"
"Route_0000001370","Year_2007"
"Route_0000001370","Year_2008"
"Route_0000001370","Year_2009"
"Route_0000001370","Year_2010"
"Route_0000001370","Year_2011"
"Route_0000001370","Year_2012"
"Route_0000001370","Year_2013"
"Route_0000001370","Year_2014"
"Route_0000001370","Year_2015"
"Route_0000001371","Year_1998"
"Route_0000001371","Year_1999"
"Route_0000001371","Year_2000"
"Route_0000001371","Year_2001"
"Route_0000001371","Year_2002"
"Route_0000001371","Year_2003"
"Route_0000001371","Year_2004"
"Route_0000001371","Year_2009"
"Route_0000001371","Year_2010"
"Route_0000001371","Year_2013"
"Route_0000001371","Year_2015"
"Route_0000001372","Year_2003"
"Route_0000001372","Year_2005"
"Route_0000001372","Year_2008"
"Route_0000001372","Year_2009"
"Route_0000001372","Year_2011"
"Route_0000001372","Year_2014"
"Route_0000001373","Year_1998"
"Route_0000001373","Year_1999"
"Route_0000001373","Year_2000"
"Route_0000001373","Year_2001"
"Route_0000001373","Year_2002"
"Route_0000001373","Year_2003"
"Route_0000001373","Year_2004"
"Route_0000001373","Year_2007"
"Route_0000001373","Year_2008"
"Route_0000001373","Year_2009"
"Route_0000001373","Year_2010"
"Route_0000001373","Year_2011"
"Route_0000001373","Year_2012"
"Route_0000001373","Year_2013"
"Route_0000001373","Year_2014"
"Route_0000001373","Year_2015"
"Route_0000001374","Year_2003"
"Route_0000001374","Year_2005"
"Route_0000001374","Year_2006"
"Route_0000001374","Year_2007"
"Route_0000001374","Year_2010"
"Route_0000001374","Year_2011"
"Route_0000001374","Year_2013"
"Route_0000001374","Year_2014"
"Route_0000001374","Year_2015"
"Route_0000001375","Year_1999"
"Route_0000001375","Year_2003"
"Route_0000001375","Year_2008"
"Route_0000001375","Year_2009"
"Route_0000001375","Year_2011"
"Route_0000001375","Year_2013"
"Route_0000001375","Year_2015"
"Route_0000001376","Year_2002"
"Route_0000001376","Year_2006"
"Route_0000001376","Year_2008"
"Route_0000001376","Year_2009"
"Route_0000001376","Year_2011"
"Route_0000001376","Year_2013"
"Route_0000001376","Year_2015"
"Route_0000001377","Year_2003"
"Route_0000001377","Year_2007"
"Route_0000001377","Year_2008"
"Route_0000001377","Year_2009"
"Route_0000001377","Year_2011"
"Route_0000001377","Year_2012"
"Route_0000001377","Year_2014"
"Route_0000001377","Year_2015"
"Route_0000001378","Year_2003"
"Route_0000001378","Year_2007"
"Route_0000001378","Year_2008"
"Route_0000001378","Year_2009"
"Route_0000001378","Year_2011"
"Route_0000001378","Year_2013"
"Route_0000001378","Year_2014"
"Route_0000001379","Year_1999"
"Route_0000001379","Year_2006"
"Route_0000001379","Year_2008"
"Route_0000001379","Year_2011"
"Route_0000001379","Year_2014"
"Route_0000001380","Year_2001"
"Route_0000001380","Year_2002"
"Route_0000001380","Year_2003"
"Route_0000001380","Year_2004"
"Route_0000001380","Year_2006"
"Route_0000001380","Year_2007"
"Route_0000001380","Year_2008"
"Route_0000001380","Year_2009"
"Route_0000001380","Year_2011"
"Route_0000001380","Year_2013"
"Route_0000001381","Year_2003"
"Route_0000001381","Year_2005"
"Route_0000001381","Year_2008"
"Route_0000001381","Year_2010"
"Route_0000001381","Year_2012"
"Route_0000001381","Year_2014"
"Route_0000001381","Year_2015"
"Route_0000001382","Year_2003"
"Route_0000001382","Year_2005"
"Route_0000001382","Year_2008"
"Route_0000001382","Year_2009"
"Route_0000001382","Year_2012"
"Route_0000001382","Year_2014"
"Route_0000001382","Year_2015"
"Route_0000001383","Year_1996"
"Route_0000001383","Year_1999"
"Route_0000001383","Year_2001"
"Route_0000001383","Year_2003"
"Route_0000001383","Year_2004"
"Route_0000001383","Year_2006"
"Route_0000001383","Year_2008"
"Route_0000001383","Year_2009"
"Route_0000001383","Year_2010"
"Route_0000001383","Year_2012"
"Route_0000001383","Year_2014"
"Route_0000001383","Year_2015"
"Route_0000001384","Year_2004"
"Route_0000001384","Year_2005"
"Route_0000001384","Year_2006"
"Route_0000001384","Year_2007"
"Route_0000001384","Year_2011"
"Route_0000001384","Year_2012"
"Route_0000001384","Year_2013"
"Route_0000001384","Year_2015"
"Route_0000001385","Year_2001"
"Route_0000001385","Year_2004"
"Route_0000001385","Year_2007"
"Route_0000001385","Year_2008"
"Route_0000001385","Year_2009"
"Route_0000001385","Year_2010"
