"Route","Year"
"Route_0000031001","Year_2007"
"Route_0000031001","Year_2008"
"Route_0000031001","Year_2009"
"Route_0000031001","Year_2010"
"Route_0000031001","Year_2011"
"Route_0000031001","Year_2012"
"Route_0000031001","Year_2013"
"Route_0000031001","Year_2014"
"Route_0000031001","Year_2015"
"Route_0000031001","Year_2016"
"Route_0000040101","Year_1992"
"Route_0000040101","Year_1993"
"Route_0000040101","Year_1994"
"Route_0000040101","Year_1995"
"Route_0000040101","Year_1996"
"Route_0000040101","Year_1997"
"Route_0000040101","Year_1998"
"Route_0000040101","Year_1999"
"Route_0000040101","Year_2000"
"Route_0000040101","Year_2001"
"Route_0000040101","Year_2002"
"Route_0000040101","Year_2003"
"Route_0000040101","Year_2004"
"Route_0000040101","Year_2005"
"Route_0000040101","Year_2006"
"Route_0000040101","Year_2007"
"Route_0000040101","Year_2008"
"Route_0000040101","Year_2009"
"Route_0000040101","Year_2010"
"Route_0000040101","Year_2011"
"Route_0000040101","Year_2013"
"Route_0000040101","Year_2014"
"Route_0000040101","Year_2015"
"Route_0000040101","Year_2016"
"Route_0000040201","Year_1992"
"Route_0000040201","Year_1993"
"Route_0000040201","Year_1994"
"Route_0000040201","Year_1995"
"Route_0000040201","Year_1996"
"Route_0000040201","Year_1997"
"Route_0000040201","Year_1999"
"Route_0000040201","Year_2001"
"Route_0000040201","Year_2002"
"Route_0000040201","Year_2003"
"Route_0000040201","Year_2004"
"Route_0000040201","Year_2005"
"Route_0000040201","Year_2006"
"Route_0000040201","Year_2007"
"Route_0000040201","Year_2008"
"Route_0000040201","Year_2009"
"Route_0000040201","Year_2010"
"Route_0000040201","Year_2011"
"Route_0000040201","Year_2013"
"Route_0000040201","Year_2014"
"Route_0000040201","Year_2015"
"Route_0000040201","Year_2016"
"Route_0000040301","Year_1992"
"Route_0000040301","Year_1993"
"Route_0000040301","Year_1994"
"Route_0000040301","Year_1995"
"Route_0000040301","Year_1996"
"Route_0000040301","Year_1997"
"Route_0000040301","Year_1998"
"Route_0000040301","Year_1999"
"Route_0000040301","Year_2000"
"Route_0000040301","Year_2001"
"Route_0000040301","Year_2002"
"Route_0000040301","Year_2003"
"Route_0000040301","Year_2004"
"Route_0000040301","Year_2005"
"Route_0000040301","Year_2006"
"Route_0000040301","Year_2007"
"Route_0000040301","Year_2008"
"Route_0000040301","Year_2009"
"Route_0000040301","Year_2010"
"Route_0000040301","Year_2011"
"Route_0000040301","Year_2012"
"Route_0000040301","Year_2013"
"Route_0000040301","Year_2014"
"Route_0000040301","Year_2015"
"Route_0000040301","Year_2016"
"Route_0000040401","Year_1992"
"Route_0000040401","Year_1993"
"Route_0000040401","Year_1994"
"Route_0000040401","Year_1995"
"Route_0000040401","Year_1996"
"Route_0000040401","Year_1997"
"Route_0000040401","Year_1998"
"Route_0000040401","Year_1999"
"Route_0000040401","Year_2000"
"Route_0000040401","Year_2001"
"Route_0000040401","Year_2002"
"Route_0000040401","Year_2003"
"Route_0000040401","Year_2004"
"Route_0000040401","Year_2005"
"Route_0000040401","Year_2006"
"Route_0000040401","Year_2008"
"Route_0000040401","Year_2009"
"Route_0000040401","Year_2010"
"Route_0000040401","Year_2011"
"Route_0000040401","Year_2012"
"Route_0000040401","Year_2013"
"Route_0000040401","Year_2014"
"Route_0000040401","Year_2015"
"Route_0000040401","Year_2016"
"Route_0000040501","Year_1992"
"Route_0000040501","Year_1993"
"Route_0000040501","Year_1994"
"Route_0000040501","Year_1995"
"Route_0000040501","Year_1996"
"Route_0000040501","Year_1997"
"Route_0000040501","Year_1998"
"Route_0000040501","Year_1999"
"Route_0000040501","Year_2000"
"Route_0000040501","Year_2001"
"Route_0000040501","Year_2002"
"Route_0000040501","Year_2003"
"Route_0000040501","Year_2004"
"Route_0000040501","Year_2005"
"Route_0000040501","Year_2006"
"Route_0000040501","Year_2007"
"Route_0000040501","Year_2008"
"Route_0000040501","Year_2009"
"Route_0000040501","Year_2010"
"Route_0000040501","Year_2011"
"Route_0000040501","Year_2012"
"Route_0000040501","Year_2013"
"Route_0000040501","Year_2014"
"Route_0000040501","Year_2015"
"Route_0000040501","Year_2016"
"Route_0000040601","Year_1992"
"Route_0000040601","Year_1993"
"Route_0000040601","Year_1994"
"Route_0000040601","Year_1995"
"Route_0000040601","Year_1996"
"Route_0000040601","Year_1997"
"Route_0000040601","Year_1998"
"Route_0000040601","Year_1999"
"Route_0000040601","Year_2000"
"Route_0000040601","Year_2001"
"Route_0000040601","Year_2002"
"Route_0000040601","Year_2003"
"Route_0000040601","Year_2004"
"Route_0000040601","Year_2005"
"Route_0000040601","Year_2006"
"Route_0000040601","Year_2007"
"Route_0000040601","Year_2008"
"Route_0000040601","Year_2009"
"Route_0000040601","Year_2010"
"Route_0000040601","Year_2011"
"Route_0000040601","Year_2012"
"Route_0000040601","Year_2013"
"Route_0000040601","Year_2014"
"Route_0000040601","Year_2015"
"Route_0000040601","Year_2016"
"Route_0000040701","Year_1992"
"Route_0000040701","Year_1993"
"Route_0000040701","Year_1994"
"Route_0000040701","Year_1995"
"Route_0000040701","Year_1996"
"Route_0000040701","Year_1997"
"Route_0000040701","Year_1998"
"Route_0000040701","Year_1999"
"Route_0000040701","Year_2000"
"Route_0000040701","Year_2001"
"Route_0000040701","Year_2002"
"Route_0000040701","Year_2003"
"Route_0000040701","Year_2004"
"Route_0000040701","Year_2005"
"Route_0000040701","Year_2006"
"Route_0000040701","Year_2007"
"Route_0000040701","Year_2008"
"Route_0000040701","Year_2009"
"Route_0000040701","Year_2010"
"Route_0000040701","Year_2011"
"Route_0000040701","Year_2012"
"Route_0000040701","Year_2013"
"Route_0000040701","Year_2014"
"Route_0000040701","Year_2015"
"Route_0000040701","Year_2016"
"Route_0000040801","Year_1992"
"Route_0000040801","Year_1993"
"Route_0000040801","Year_1994"
"Route_0000040801","Year_1995"
"Route_0000040801","Year_1996"
"Route_0000040801","Year_1997"
"Route_0000040801","Year_1999"
"Route_0000040801","Year_2000"
"Route_0000040801","Year_2001"
"Route_0000040801","Year_2002"
"Route_0000040801","Year_2003"
"Route_0000040801","Year_2004"
"Route_0000040801","Year_2005"
"Route_0000040801","Year_2006"
"Route_0000040801","Year_2007"
"Route_0000040801","Year_2008"
"Route_0000040801","Year_2009"
"Route_0000040801","Year_2010"
"Route_0000040801","Year_2011"
"Route_0000040801","Year_2013"
"Route_0000040801","Year_2014"
"Route_0000040801","Year_2015"
"Route_0000040801","Year_2016"
"Route_0000040901","Year_1992"
"Route_0000040901","Year_1994"
"Route_0000040901","Year_1995"
"Route_0000040901","Year_1996"
"Route_0000040901","Year_1997"
"Route_0000040901","Year_1998"
"Route_0000040901","Year_1999"
"Route_0000040901","Year_2000"
"Route_0000040901","Year_2001"
"Route_0000040901","Year_2002"
"Route_0000040901","Year_2003"
"Route_0000040901","Year_2004"
"Route_0000040901","Year_2005"
"Route_0000040901","Year_2006"
"Route_0000040901","Year_2007"
"Route_0000040901","Year_2008"
"Route_0000040901","Year_2009"
"Route_0000040901","Year_2010"
"Route_0000040901","Year_2011"
"Route_0000040901","Year_2012"
"Route_0000040901","Year_2013"
"Route_0000040901","Year_2014"
"Route_0000040901","Year_2015"
"Route_0000040901","Year_2016"
"Route_0000041001","Year_1992"
"Route_0000041001","Year_1993"
"Route_0000041001","Year_1994"
"Route_0000041001","Year_1995"
"Route_0000041001","Year_1996"
"Route_0000041001","Year_1997"
"Route_0000041001","Year_1998"
"Route_0000041001","Year_1999"
"Route_0000041001","Year_2000"
"Route_0000041001","Year_2001"
"Route_0000041001","Year_2002"
"Route_0000041001","Year_2003"
"Route_0000041001","Year_2004"
"Route_0000041001","Year_2005"
"Route_0000041001","Year_2006"
"Route_0000041001","Year_2007"
"Route_0000041001","Year_2008"
"Route_0000041001","Year_2009"
"Route_0000041001","Year_2010"
"Route_0000041001","Year_2011"
"Route_0000041001","Year_2012"
"Route_0000041001","Year_2013"
"Route_0000041001","Year_2014"
"Route_0000041001","Year_2015"
"Route_0000041001","Year_2016"
"Route_0000050101","Year_1993"
"Route_0000050101","Year_1994"
"Route_0000050101","Year_1995"
"Route_0000050101","Year_1996"
"Route_0000050101","Year_1997"
"Route_0000050101","Year_1998"
"Route_0000050101","Year_1999"
"Route_0000050101","Year_2000"
"Route_0000050101","Year_2001"
"Route_0000050101","Year_2002"
"Route_0000050101","Year_2003"
"Route_0000050101","Year_2004"
"Route_0000050101","Year_2005"
"Route_0000050101","Year_2006"
"Route_0000050101","Year_2007"
"Route_0000050101","Year_2008"
"Route_0000050101","Year_2009"
"Route_0000050101","Year_2010"
"Route_0000050101","Year_2011"
"Route_0000050101","Year_2012"
"Route_0000050101","Year_2013"
"Route_0000050101","Year_2014"
"Route_0000050101","Year_2015"
"Route_0000050101","Year_2016"
"Route_0000050201","Year_1993"
"Route_0000050201","Year_1994"
"Route_0000050201","Year_1995"
"Route_0000050201","Year_1996"
"Route_0000050201","Year_1997"
"Route_0000050201","Year_1998"
"Route_0000050201","Year_1999"
"Route_0000050201","Year_2000"
"Route_0000050201","Year_2001"
"Route_0000050201","Year_2002"
"Route_0000050201","Year_2003"
"Route_0000050201","Year_2004"
"Route_0000050201","Year_2005"
"Route_0000050201","Year_2006"
"Route_0000050201","Year_2007"
"Route_0000050201","Year_2008"
"Route_0000050201","Year_2009"
"Route_0000050201","Year_2010"
"Route_0000050201","Year_2011"
"Route_0000050201","Year_2012"
"Route_0000050201","Year_2013"
"Route_0000050201","Year_2014"
"Route_0000050201","Year_2015"
"Route_0000050201","Year_2016"
"Route_0000050301","Year_1993"
"Route_0000050301","Year_1994"
"Route_0000050301","Year_1995"
"Route_0000050301","Year_1996"
"Route_0000050301","Year_1997"
"Route_0000050301","Year_1998"
"Route_0000050301","Year_1999"
"Route_0000050301","Year_2000"
"Route_0000050301","Year_2001"
"Route_0000050301","Year_2002"
"Route_0000050301","Year_2003"
"Route_0000050301","Year_2004"
"Route_0000050301","Year_2005"
"Route_0000050301","Year_2006"
"Route_0000050301","Year_2007"
"Route_0000050301","Year_2008"
"Route_0000050301","Year_2009"
"Route_0000050301","Year_2010"
"Route_0000050301","Year_2011"
"Route_0000050301","Year_2012"
"Route_0000050301","Year_2013"
"Route_0000050301","Year_2014"
"Route_0000050301","Year_2015"
"Route_0000050301","Year_2016"
"Route_0000050401","Year_1993"
"Route_0000050401","Year_1994"
"Route_0000050401","Year_1995"
"Route_0000050401","Year_1996"
"Route_0000050401","Year_1997"
"Route_0000050401","Year_1998"
"Route_0000050401","Year_1999"
"Route_0000050401","Year_2000"
"Route_0000050401","Year_2001"
"Route_0000050401","Year_2002"
"Route_0000050401","Year_2003"
"Route_0000050401","Year_2004"
"Route_0000050401","Year_2005"
"Route_0000050401","Year_2006"
"Route_0000050401","Year_2007"
"Route_0000050401","Year_2008"
"Route_0000050401","Year_2009"
"Route_0000050401","Year_2010"
"Route_0000050401","Year_2011"
"Route_0000050401","Year_2012"
"Route_0000050401","Year_2013"
"Route_0000050401","Year_2014"
"Route_0000050401","Year_2015"
"Route_0000050401","Year_2016"
"Route_0000050501","Year_1993"
"Route_0000050501","Year_1994"
"Route_0000050501","Year_1995"
"Route_0000050501","Year_1996"
"Route_0000050501","Year_1997"
"Route_0000050501","Year_1998"
"Route_0000050501","Year_1999"
"Route_0000050501","Year_2000"
"Route_0000050501","Year_2001"
"Route_0000050501","Year_2002"
"Route_0000050501","Year_2003"
"Route_0000050501","Year_2004"
"Route_0000050501","Year_2005"
"Route_0000050501","Year_2006"
"Route_0000050501","Year_2007"
"Route_0000050501","Year_2008"
"Route_0000050501","Year_2009"
"Route_0000050501","Year_2010"
"Route_0000050501","Year_2011"
"Route_0000050501","Year_2012"
"Route_0000050501","Year_2013"
"Route_0000050501","Year_2014"
"Route_0000050501","Year_2015"
"Route_0000050501","Year_2016"
"Route_0000050601","Year_1993"
"Route_0000050601","Year_1994"
"Route_0000050601","Year_1995"
"Route_0000050601","Year_1996"
"Route_0000050601","Year_1997"
"Route_0000050601","Year_1998"
"Route_0000050601","Year_1999"
"Route_0000050601","Year_2000"
"Route_0000050601","Year_2001"
"Route_0000050601","Year_2002"
"Route_0000050601","Year_2003"
"Route_0000050601","Year_2004"
"Route_0000050601","Year_2006"
"Route_0000050601","Year_2007"
"Route_0000050601","Year_2008"
"Route_0000050601","Year_2009"
"Route_0000050601","Year_2010"
"Route_0000050601","Year_2011"
"Route_0000050601","Year_2013"
"Route_0000050601","Year_2014"
"Route_0000050601","Year_2016"
"Route_0000050701","Year_1993"
"Route_0000050701","Year_1994"
"Route_0000050701","Year_1995"
"Route_0000050701","Year_1996"
"Route_0000050701","Year_1997"
"Route_0000050701","Year_1998"
"Route_0000050701","Year_1999"
"Route_0000050701","Year_2000"
"Route_0000050701","Year_2001"
"Route_0000050701","Year_2002"
"Route_0000050701","Year_2003"
"Route_0000050701","Year_2004"
"Route_0000050701","Year_2007"
"Route_0000050701","Year_2008"
"Route_0000050701","Year_2009"
"Route_0000050701","Year_2010"
"Route_0000050701","Year_2011"
"Route_0000050701","Year_2013"
"Route_0000050701","Year_2014"
"Route_0000050701","Year_2016"
"Route_0000050801","Year_1993"
"Route_0000050801","Year_1994"
"Route_0000050801","Year_1995"
"Route_0000050801","Year_1996"
"Route_0000050801","Year_1997"
"Route_0000050801","Year_1998"
"Route_0000050801","Year_1999"
"Route_0000050801","Year_2000"
"Route_0000050801","Year_2001"
"Route_0000050801","Year_2002"
"Route_0000050801","Year_2003"
"Route_0000050801","Year_2004"
"Route_0000050801","Year_2005"
"Route_0000050801","Year_2006"
"Route_0000050801","Year_2007"
"Route_0000050801","Year_2008"
"Route_0000050801","Year_2009"
"Route_0000050801","Year_2010"
"Route_0000050801","Year_2011"
"Route_0000050801","Year_2012"
"Route_0000050801","Year_2013"
"Route_0000050801","Year_2015"
"Route_0000050801","Year_2016"
"Route_0000050901","Year_1993"
"Route_0000050901","Year_1994"
"Route_0000050901","Year_1995"
"Route_0000050901","Year_1996"
"Route_0000050901","Year_1997"
"Route_0000050901","Year_1998"
"Route_0000050901","Year_2000"
"Route_0000050901","Year_2001"
"Route_0000050901","Year_2002"
"Route_0000050901","Year_2003"
"Route_0000050901","Year_2004"
"Route_0000050901","Year_2005"
"Route_0000050901","Year_2006"
"Route_0000050901","Year_2007"
"Route_0000050901","Year_2008"
"Route_0000050901","Year_2009"
"Route_0000050901","Year_2010"
"Route_0000050901","Year_2011"
"Route_0000050901","Year_2012"
"Route_0000050901","Year_2013"
"Route_0000050901","Year_2016"
"Route_0000051001","Year_1993"
"Route_0000051001","Year_1994"
"Route_0000051001","Year_1995"
"Route_0000051001","Year_1996"
"Route_0000051001","Year_1997"
"Route_0000051001","Year_1998"
"Route_0000051001","Year_1999"
"Route_0000051001","Year_2001"
"Route_0000051001","Year_2002"
"Route_0000051001","Year_2003"
"Route_0000051001","Year_2004"
"Route_0000051001","Year_2005"
"Route_0000051001","Year_2006"
"Route_0000051001","Year_2007"
"Route_0000051001","Year_2008"
"Route_0000051001","Year_2009"
"Route_0000051001","Year_2010"
"Route_0000051001","Year_2011"
"Route_0000051001","Year_2012"
"Route_0000051001","Year_2013"
"Route_0000051001","Year_2014"
"Route_0000051001","Year_2015"
"Route_0000051001","Year_2016"
"Route_0000060101","Year_1993"
"Route_0000060101","Year_1994"
"Route_0000060101","Year_1995"
"Route_0000060101","Year_1996"
"Route_0000060101","Year_1997"
"Route_0000060101","Year_1998"
"Route_0000060101","Year_1999"
"Route_0000060101","Year_2000"
"Route_0000060101","Year_2001"
"Route_0000060101","Year_2002"
"Route_0000060101","Year_2003"
"Route_0000060101","Year_2004"
"Route_0000060101","Year_2005"
"Route_0000060101","Year_2006"
"Route_0000060101","Year_2007"
"Route_0000060101","Year_2008"
"Route_0000060101","Year_2009"
"Route_0000060101","Year_2010"
"Route_0000060101","Year_2011"
"Route_0000060101","Year_2012"
"Route_0000060101","Year_2013"
"Route_0000060101","Year_2014"
"Route_0000060101","Year_2015"
"Route_0000060101","Year_2016"
"Route_0000060201","Year_1993"
"Route_0000060201","Year_1994"
"Route_0000060201","Year_1995"
"Route_0000060201","Year_1996"
"Route_0000060201","Year_1997"
"Route_0000060201","Year_1998"
"Route_0000060201","Year_1999"
"Route_0000060201","Year_2000"
"Route_0000060201","Year_2001"
"Route_0000060201","Year_2002"
"Route_0000060201","Year_2003"
"Route_0000060201","Year_2005"
"Route_0000060201","Year_2006"
"Route_0000060201","Year_2007"
"Route_0000060201","Year_2008"
"Route_0000060201","Year_2009"
"Route_0000060201","Year_2010"
"Route_0000060201","Year_2011"
"Route_0000060201","Year_2012"
"Route_0000060201","Year_2013"
"Route_0000060201","Year_2014"
"Route_0000060201","Year_2015"
"Route_0000060201","Year_2016"
"Route_0000060301","Year_1993"
"Route_0000060301","Year_1994"
"Route_0000060301","Year_1995"
"Route_0000060301","Year_1996"
"Route_0000060301","Year_1997"
"Route_0000060301","Year_1998"
"Route_0000060301","Year_1999"
"Route_0000060301","Year_2000"
"Route_0000060301","Year_2001"
"Route_0000060301","Year_2002"
"Route_0000060301","Year_2003"
"Route_0000060301","Year_2004"
"Route_0000060301","Year_2005"
"Route_0000060301","Year_2006"
"Route_0000060301","Year_2007"
"Route_0000060301","Year_2008"
"Route_0000060301","Year_2009"
"Route_0000060301","Year_2010"
"Route_0000060301","Year_2011"
"Route_0000060301","Year_2012"
"Route_0000060301","Year_2013"
"Route_0000060301","Year_2014"
"Route_0000060301","Year_2015"
"Route_0000060301","Year_2016"
"Route_0000060401","Year_1993"
"Route_0000060401","Year_1994"
"Route_0000060401","Year_1995"
"Route_0000060401","Year_1996"
"Route_0000060401","Year_1997"
"Route_0000060401","Year_1998"
"Route_0000060401","Year_1999"
"Route_0000060401","Year_2000"
"Route_0000060401","Year_2001"
"Route_0000060401","Year_2002"
"Route_0000060401","Year_2003"
"Route_0000060401","Year_2005"
"Route_0000060401","Year_2006"
"Route_0000060401","Year_2007"
"Route_0000060401","Year_2008"
"Route_0000060401","Year_2009"
"Route_0000060401","Year_2010"
"Route_0000060401","Year_2011"
"Route_0000060401","Year_2012"
"Route_0000060401","Year_2013"
"Route_0000060401","Year_2014"
"Route_0000060401","Year_2015"
"Route_0000060401","Year_2016"
"Route_0000060501","Year_1993"
"Route_0000060501","Year_1994"
"Route_0000060501","Year_1995"
"Route_0000060501","Year_1996"
"Route_0000060501","Year_1997"
"Route_0000060501","Year_1998"
"Route_0000060501","Year_1999"
"Route_0000060501","Year_2000"
"Route_0000060501","Year_2001"
"Route_0000060501","Year_2002"
"Route_0000060501","Year_2003"
"Route_0000060501","Year_2004"
"Route_0000060501","Year_2005"
"Route_0000060501","Year_2006"
"Route_0000060501","Year_2007"
"Route_0000060501","Year_2008"
"Route_0000060501","Year_2009"
"Route_0000060501","Year_2010"
"Route_0000060501","Year_2011"
"Route_0000060501","Year_2012"
"Route_0000060501","Year_2013"
"Route_0000060501","Year_2014"
"Route_0000060501","Year_2015"
"Route_0000060501","Year_2016"
"Route_0000060601","Year_1993"
"Route_0000060601","Year_1994"
"Route_0000060601","Year_1995"
"Route_0000060601","Year_1996"
"Route_0000060601","Year_1997"
"Route_0000060601","Year_1998"
"Route_0000060601","Year_1999"
"Route_0000060601","Year_2000"
"Route_0000060601","Year_2001"
"Route_0000060601","Year_2002"
"Route_0000060601","Year_2003"
"Route_0000060601","Year_2005"
"Route_0000060601","Year_2006"
"Route_0000060601","Year_2007"
"Route_0000060601","Year_2008"
"Route_0000060601","Year_2009"
"Route_0000060601","Year_2010"
"Route_0000060601","Year_2011"
"Route_0000060601","Year_2012"
"Route_0000060601","Year_2013"
"Route_0000060601","Year_2014"
"Route_0000060601","Year_2015"
"Route_0000060601","Year_2016"
"Route_0000060701","Year_1993"
"Route_0000060701","Year_1994"
"Route_0000060701","Year_1995"
"Route_0000060701","Year_1996"
"Route_0000060701","Year_1997"
"Route_0000060701","Year_1998"
"Route_0000060701","Year_1999"
"Route_0000060701","Year_2000"
"Route_0000060701","Year_2001"
"Route_0000060701","Year_2002"
"Route_0000060701","Year_2003"
"Route_0000060701","Year_2004"
"Route_0000060701","Year_2005"
"Route_0000060701","Year_2006"
"Route_0000060701","Year_2007"
"Route_0000060701","Year_2008"
"Route_0000060701","Year_2009"
"Route_0000060701","Year_2010"
"Route_0000060701","Year_2011"
"Route_0000060701","Year_2012"
"Route_0000060701","Year_2013"
"Route_0000060701","Year_2014"
"Route_0000060701","Year_2015"
"Route_0000060701","Year_2016"
"Route_0000060801","Year_1993"
"Route_0000060801","Year_1994"
"Route_0000060801","Year_1995"
"Route_0000060801","Year_1996"
"Route_0000060801","Year_1997"
"Route_0000060801","Year_1998"
"Route_0000060801","Year_1999"
"Route_0000060801","Year_2000"
"Route_0000060801","Year_2001"
"Route_0000060801","Year_2002"
"Route_0000060801","Year_2003"
"Route_0000060801","Year_2005"
"Route_0000060801","Year_2006"
"Route_0000060801","Year_2007"
"Route_0000060801","Year_2008"
"Route_0000060801","Year_2009"
"Route_0000060801","Year_2010"
"Route_0000060801","Year_2011"
"Route_0000060801","Year_2012"
"Route_0000060801","Year_2013"
"Route_0000060801","Year_2014"
"Route_0000060801","Year_2015"
"Route_0000060801","Year_2016"
"Route_0000070101","Year_1994"
"Route_0000070101","Year_1995"
"Route_0000070101","Year_1996"
"Route_0000070101","Year_1997"
"Route_0000070101","Year_1998"
"Route_0000070101","Year_1999"
"Route_0000070101","Year_2000"
"Route_0000070101","Year_2001"
"Route_0000070101","Year_2002"
"Route_0000070101","Year_2003"
"Route_0000070101","Year_2004"
"Route_0000070101","Year_2005"
"Route_0000070101","Year_2006"
"Route_0000070101","Year_2007"
"Route_0000070101","Year_2008"
"Route_0000070101","Year_2009"
"Route_0000070101","Year_2010"
"Route_0000070101","Year_2011"
"Route_0000070101","Year_2012"
"Route_0000070101","Year_2013"
"Route_0000070101","Year_2014"
"Route_0000070101","Year_2015"
"Route_0000070101","Year_2016"
"Route_0000070201","Year_1994"
"Route_0000070201","Year_1995"
"Route_0000070201","Year_1996"
"Route_0000070201","Year_1997"
"Route_0000070201","Year_1998"
"Route_0000070201","Year_1999"
"Route_0000070201","Year_2000"
"Route_0000070201","Year_2001"
"Route_0000070201","Year_2002"
"Route_0000070201","Year_2003"
"Route_0000070201","Year_2004"
"Route_0000070201","Year_2005"
"Route_0000070201","Year_2006"
"Route_0000070201","Year_2007"
"Route_0000070201","Year_2008"
"Route_0000070201","Year_2009"
"Route_0000070201","Year_2010"
"Route_0000070201","Year_2011"
"Route_0000070201","Year_2012"
"Route_0000070201","Year_2013"
"Route_0000070201","Year_2014"
"Route_0000070201","Year_2015"
"Route_0000070201","Year_2016"
"Route_0000070301","Year_1994"
"Route_0000070301","Year_1995"
"Route_0000070301","Year_1996"
"Route_0000070301","Year_1997"
"Route_0000070301","Year_1998"
"Route_0000070301","Year_1999"
"Route_0000070301","Year_2000"
"Route_0000070301","Year_2001"
"Route_0000070301","Year_2002"
"Route_0000070301","Year_2003"
"Route_0000070301","Year_2004"
"Route_0000070301","Year_2005"
"Route_0000070301","Year_2006"
"Route_0000070301","Year_2007"
"Route_0000070301","Year_2008"
"Route_0000070301","Year_2009"
"Route_0000070301","Year_2010"
"Route_0000070301","Year_2011"
"Route_0000070301","Year_2012"
"Route_0000070301","Year_2013"
"Route_0000070301","Year_2014"
"Route_0000070301","Year_2015"
"Route_0000070301","Year_2016"
"Route_0000070401","Year_1994"
"Route_0000070401","Year_1995"
"Route_0000070401","Year_1996"
"Route_0000070401","Year_1997"
"Route_0000070401","Year_1998"
"Route_0000070401","Year_1999"
"Route_0000070401","Year_2000"
"Route_0000070401","Year_2001"
"Route_0000070401","Year_2002"
"Route_0000070401","Year_2003"
"Route_0000070401","Year_2004"
"Route_0000070401","Year_2005"
"Route_0000070401","Year_2006"
"Route_0000070401","Year_2007"
"Route_0000070401","Year_2008"
"Route_0000070401","Year_2009"
"Route_0000070401","Year_2010"
"Route_0000070401","Year_2011"
"Route_0000070401","Year_2012"
"Route_0000070401","Year_2013"
"Route_0000070401","Year_2014"
"Route_0000070401","Year_2015"
"Route_0000070401","Year_2016"
"Route_0000070501","Year_1994"
"Route_0000070501","Year_1995"
"Route_0000070501","Year_1996"
"Route_0000070501","Year_1997"
"Route_0000070501","Year_1998"
"Route_0000070501","Year_1999"
"Route_0000070501","Year_2000"
"Route_0000070501","Year_2001"
"Route_0000070501","Year_2002"
"Route_0000070501","Year_2003"
"Route_0000070501","Year_2004"
"Route_0000070501","Year_2005"
"Route_0000070501","Year_2006"
"Route_0000070501","Year_2007"
"Route_0000070501","Year_2008"
"Route_0000070501","Year_2009"
"Route_0000070501","Year_2010"
"Route_0000070501","Year_2011"
"Route_0000070501","Year_2012"
"Route_0000070501","Year_2013"
"Route_0000070501","Year_2014"
"Route_0000070501","Year_2015"
"Route_0000070501","Year_2016"
"Route_0000070601","Year_1994"
"Route_0000070601","Year_1995"
"Route_0000070601","Year_1996"
"Route_0000070601","Year_1997"
"Route_0000070601","Year_1998"
"Route_0000070601","Year_1999"
"Route_0000070601","Year_2000"
"Route_0000070601","Year_2001"
"Route_0000070601","Year_2002"
"Route_0000070601","Year_2003"
"Route_0000070601","Year_2004"
"Route_0000070601","Year_2005"
"Route_0000070601","Year_2006"
"Route_0000070601","Year_2007"
"Route_0000070601","Year_2008"
"Route_0000070601","Year_2009"
"Route_0000070601","Year_2010"
"Route_0000070601","Year_2011"
"Route_0000070601","Year_2012"
"Route_0000070601","Year_2013"
"Route_0000070601","Year_2014"
"Route_0000070601","Year_2015"
"Route_0000070601","Year_2016"
"Route_0000070701","Year_1994"
"Route_0000070701","Year_1995"
"Route_0000070701","Year_1996"
"Route_0000070701","Year_1997"
"Route_0000070701","Year_1998"
"Route_0000070701","Year_1999"
"Route_0000070701","Year_2000"
"Route_0000070701","Year_2001"
"Route_0000070701","Year_2002"
"Route_0000070701","Year_2003"
"Route_0000070701","Year_2004"
"Route_0000070701","Year_2005"
"Route_0000070701","Year_2006"
"Route_0000070701","Year_2007"
"Route_0000070701","Year_2008"
"Route_0000070701","Year_2009"
"Route_0000070701","Year_2010"
"Route_0000070701","Year_2011"
"Route_0000070701","Year_2012"
"Route_0000070701","Year_2013"
"Route_0000070701","Year_2014"
"Route_0000070701","Year_2015"
"Route_0000070701","Year_2016"
"Route_0000070801","Year_1994"
"Route_0000070801","Year_1995"
"Route_0000070801","Year_1996"
"Route_0000070801","Year_1997"
"Route_0000070801","Year_1998"
"Route_0000070801","Year_1999"
"Route_0000070801","Year_2000"
"Route_0000070801","Year_2001"
"Route_0000070801","Year_2002"
"Route_0000070801","Year_2003"
"Route_0000070801","Year_2004"
"Route_0000070801","Year_2005"
"Route_0000070801","Year_2006"
"Route_0000070801","Year_2007"
"Route_0000070801","Year_2008"
"Route_0000070801","Year_2009"
"Route_0000070801","Year_2010"
"Route_0000070801","Year_2011"
"Route_0000070801","Year_2012"
"Route_0000070801","Year_2013"
"Route_0000070801","Year_2014"
"Route_0000070801","Year_2015"
"Route_0000070801","Year_2016"
"Route_0000070901","Year_1994"
"Route_0000070901","Year_1995"
"Route_0000070901","Year_1996"
"Route_0000070901","Year_1997"
"Route_0000070901","Year_1998"
"Route_0000070901","Year_1999"
"Route_0000070901","Year_2000"
"Route_0000070901","Year_2001"
"Route_0000070901","Year_2002"
"Route_0000070901","Year_2003"
"Route_0000070901","Year_2004"
"Route_0000070901","Year_2005"
"Route_0000070901","Year_2006"
"Route_0000070901","Year_2007"
"Route_0000070901","Year_2008"
"Route_0000070901","Year_2009"
"Route_0000070901","Year_2010"
"Route_0000070901","Year_2011"
"Route_0000070901","Year_2012"
"Route_0000070901","Year_2013"
"Route_0000070901","Year_2014"
"Route_0000070901","Year_2015"
